iter	RMSE
321	0.06780372375
322	0.06774259504
323	0.06761262075
324	0.0675656641
325	0.06744035277
326	0.06731758143
327	0.06723087884
328	0.06707521362
329	0.06697698147
330	0.06682568304
331	0.0667423956
332	0.06665458134
333	0.06661543714
334	0.06655132205
335	0.06641295114
336	0.06634349804
337	0.0662477832
338	0.06606363019
339	0.0659569766
340	0.06581743669
341	0.06570663837
342	0.06564278209
343	0.0656198107
344	0.06548044891
345	0.06530755876
346	0.06528334648
347	0.06522747957
348	0.06508469155
349	0.06495325711
350	0.06490154084
351	0.06478634969
352	0.06472916994
353	0.06464680886
354	0.06450114063
355	0.0643595158
356	0.06418940248
357	0.06411672799
358	0.06398941116
359	0.06384346771
360	0.06376069799
361	0.06368066919
362	0.06353742315
363	0.06341581215
364	0.06334041698
365	0.06323724023
366	0.06313610585
367	0.06300910809
368	0.06288933387
369	0.06275005733
370	0.06271505616
371	0.06266303299
372	0.06251024085
373	0.06239248076
374	0.06228032756
375	0.06223934089
376	0.06215104951
377	0.06199495568
378	0.06194686338
379	0.06180541147
380	0.06163799724
381	0.06150726437
382	0.06147548397
383	0.06137564404
384	0.06128327527
385	0.06116214153
386	0.06114308667
387	0.06098784139
388	0.06088358311
389	0.06081587017
390	0.06075207251
391	0.06064046256
392	0.06060129069
393	0.06047383743
394	0.06039742991
395	0.06030636003
396	0.0602696266
397	0.06023563037
398	0.06014294018
399	0.05998352907
400	0.05991995313
401	0.05979649256
402	0.059765075
403	0.05964575641
404	0.05956215667
405	0.05942334404
406	0.05931120777
407	0.05923484275
408	0.05916823138
409	0.05904238846
410	0.05899248922
411	0.0589284736
412	0.05885037463
413	0.05882626728
414	0.0587467139
415	0.05873325201
416	0.05867550634
417	0.05866116212
418	0.05854405877
419	0.05845333243
420	0.05835635265
421	0.05826368476
422	0.05815288146
423	0.05802875937
424	0.0579140894
425	0.05777851286
426	0.05768979293
427	0.05762067458
428	0.05750180419
429	0.05745207833
430	0.05738292213
431	0.05722403916
432	0.0571032863
433	0.05701182408
434	0.05692398222
435	0.05682499616
436	0.05669178701
437	0.05661554286
438	0.05650544367
439	0.05639180488
440	0.05637334407
441	0.05628195132
442	0.05621247706
443	0.05608387997
444	0.05599976376
445	0.05591530539
446	0.05590493527
447	0.05589446334
448	0.05585486223
449	0.05574568435
450	0.05570630846
451	0.05563462007
452	0.0556248824
453	0.05547830577
